date_key,calender,year,quarter,day,month,weekday,week_of_year,isweekend,isholiday,isholiday_in_us,day_in_year,day_in_quarter,day_in_month,day_in_week
20251013,2025-10-13,2025,4,13,October,Monday,42,False,False,True,286,13,13,1
20251014,2025-10-14,2025,4,14,October,Tuesday,42,False,False,False,287,14,14,2
20251015,2025-10-15,2025,4,15,October,Wednesday,42,False,False,False,288,15,15,3
20251016,2025-10-16,2025,4,16,October,Thursday,42,False,False,False,289,16,16,4
20251017,2025-10-17,2025,4,17,October,Friday,42,False,False,False,290,17,17,5
20251018,2025-10-18,2025,4,18,October,Saturday,42,True,False,False,291,18,18,6
20251019,2025-10-19,2025,4,19,October,Sunday,42,True,False,False,292,19,19,7
20251020,2025-10-20,2025,4,20,October,Monday,43,False,False,False,293,20,20,1
20251021,2025-10-21,2025,4,21,October,Tuesday,43,False,False,False,294,21,21,2
20251022,2025-10-22,2025,4,22,October,Wednesday,43,False,False,False,295,22,22,3
20251023,2025-10-23,2025,4,23,October,Thursday,43,False,False,False,296,23,23,4
20251024,2025-10-24,2025,4,24,October,Friday,43,False,False,False,297,24,24,5
20251025,2025-10-25,2025,4,25,October,Saturday,43,True,False,False,298,25,25,6
20251026,2025-10-26,2025,4,26,October,Sunday,43,True,False,False,299,26,26,7
20251027,2025-10-27,2025,4,27,October,Monday,44,False,False,False,300,27,27,1
20251028,2025-10-28,2025,4,28,October,Tuesday,44,False,False,False,301,28,28,2
20251029,2025-10-29,2025,4,29,October,Wednesday,44,False,True,False,302,29,29,3
20251030,2025-10-30,2025,4,30,October,Thursday,44,False,False,False,303,30,30,4
20251031,2025-10-31,2025,4,31,October,Friday,44,False,False,False,304,31,31,5
20251101,2025-11-01,2025,4,1,November,Saturday,44,True,False,False,305,32,1,6
20251102,2025-11-02,2025,4,2,November,Sunday,44,True,False,False,306,33,2,7
20251103,2025-11-03,2025,4,3,November,Monday,45,False,False,False,307,34,3,1
20251104,2025-11-04,2025,4,4,November,Tuesday,45,False,False,False,308,35,4,2
20251105,2025-11-05,2025,4,5,November,Wednesday,45,False,False,False,309,36,5,3
20251106,2025-11-06,2025,4,6,November,Thursday,45,False,False,False,310,37,6,4
20251107,2025-11-07,2025,4,7,November,Friday,45,False,False,False,311,38,7,5
20251108,2025-11-08,2025,4,8,November,Saturday,45,True,False,False,312,39,8,6
20251109,2025-11-09,2025,4,9,November,Sunday,45,True,False,False,313,40,9,7
20251110,2025-11-10,2025,4,10,November,Monday,46,False,False,False,314,41,10,1
20251111,2025-11-11,2025,4,11,November,Tuesday,46,False,False,True,315,42,11,2
20251112,2025-11-12,2025,4,12,November,Wednesday,46,False,False,False,316,43,12,3
20251113,2025-11-13,2025,4,13,November,Thursday,46,False,False,False,317,44,13,4
20251114,2025-11-14,2025,4,14,November,Friday,46,False,False,False,318,45,14,5
20251115,2025-11-15,2025,4,15,November,Saturday,46,True,False,False,319,46,15,6
20251116,2025-11-16,2025,4,16,November,Sunday,46,True,False,False,320,47,16,7
20251117,2025-11-17,2025,4,17,November,Monday,47,False,False,False,321,48,17,1
20251118,2025-11-18,2025,4,18,November,Tuesday,47,False,False,False,322,49,18,2
20251119,2025-11-19,2025,4,19,November,Wednesday,47,False,False,False,323,50,19,3
20251120,2025-11-20,2025,4,20,November,Thursday,47,False,False,False,324,51,20,4
20251121,2025-11-21,2025,4,21,November,Friday,47,False,False,False,325,52,21,5
20251122,2025-11-22,2025,4,22,November,Saturday,47,True,False,False,326,53,22,6
20251123,2025-11-23,2025,4,23,November,Sunday,47,True,False,False,327,54,23,7
20251124,2025-11-24,2025,4,24,November,Monday,48,False,False,False,328,55,24,1
20251125,2025-11-25,2025,4,25,November,Tuesday,48,False,False,False,329,56,25,2
20251126,2025-11-26,2025,4,26,November,Wednesday,48,False,False,False,330,57,26,3
20251127,2025-11-27,2025,4,27,November,Thursday,48,False,False,True,331,58,27,4
20251128,2025-11-28,2025,4,28,November,Friday,48,False,False,False,332,59,28,5
20251129,2025-11-29,2025,4,29,November,Saturday,48,True,False,False,333,60,29,6
20251130,2025-11-30,2025,4,30,November,Sunday,48,True,False,False,334,61,30,7
20251201,2025-12-01,2025,4,1,December,Monday,49,False,False,False,335,62,1,1
20251202,2025-12-02,2025,4,2,December,Tuesday,49,False,False,False,336,63,2,2
20251203,2025-12-03,2025,4,3,December,Wednesday,49,False,False,False,337,64,3,3
20251204,2025-12-04,2025,4,4,December,Thursday,49,False,False,False,338,65,4,4
20251205,2025-12-05,2025,4,5,December,Friday,49,False,False,False,339,66,5,5
20251206,2025-12-06,2025,4,6,December,Saturday,49,True,False,False,340,67,6,6
20251207,2025-12-07,2025,4,7,December,Sunday,49,True,False,False,341,68,7,7
20251208,2025-12-08,2025,4,8,December,Monday,50,False,False,False,342,69,8,1
20251209,2025-12-09,2025,4,9,December,Tuesday,50,False,False,False,343,70,9,2
20251210,2025-12-10,2025,4,10,December,Wednesday,50,False,False,False,344,71,10,3
20251211,2025-12-11,2025,4,11,December,Thursday,50,False,False,False,345,72,11,4
20251212,2025-12-12,2025,4,12,December,Friday,50,False,False,False,346,73,12,5
20251213,2025-12-13,2025,4,13,December,Saturday,50,True,False,False,347,74,13,6
20251214,2025-12-14,2025,4,14,December,Sunday,50,True,False,False,348,75,14,7
20251215,2025-12-15,2025,4,15,December,Monday,51,False,False,False,349,76,15,1
20251216,2025-12-16,2025,4,16,December,Tuesday,51,False,False,False,350,77,16,2
20251217,2025-12-17,2025,4,17,December,Wednesday,51,False,False,False,351,78,17,3
20251218,2025-12-18,2025,4,18,December,Thursday,51,False,False,False,352,79,18,4
20251219,2025-12-19,2025,4,19,December,Friday,51,False,False,False,353,80,19,5
20251220,2025-12-20,2025,4,20,December,Saturday,51,True,False,False,354,81,20,6
20251221,2025-12-21,2025,4,21,December,Sunday,51,True,False,False,355,82,21,7
20251222,2025-12-22,2025,4,22,December,Monday,52,False,False,False,356,83,22,1
20251223,2025-12-23,2025,4,23,December,Tuesday,52,False,False,False,357,84,23,2
20251224,2025-12-24,2025,4,24,December,Wednesday,52,False,False,False,358,85,24,3
20251225,2025-12-25,2025,4,25,December,Thursday,52,False,False,True,359,86,25,4
20251226,2025-12-26,2025,4,26,December,Friday,52,False,False,False,360,87,26,5
20251227,2025-12-27,2025,4,27,December,Saturday,52,True,False,False,361,88,27,6
20251228,2025-12-28,2025,4,28,December,Sunday,52,True,False,False,362,89,28,7
20251229,2025-12-29,2025,4,29,December,Monday,1,False,False,False,363,90,29,1
20251230,2025-12-30,2025,4,30,December,Tuesday,1,False,False,False,364,91,30,2
20251231,2025-12-31,2025,4,31,December,Wednesday,1,False,False,False,365,92,31,3
20260101,2026-01-01,2026,1,1,January,Thursday,1,False,True,True,1,1,1,4
20260102,2026-01-02,2026,1,2,January,Friday,1,False,False,False,2,2,2,5
20260103,2026-01-03,2026,1,3,January,Saturday,1,True,False,False,3,3,3,6
20260104,2026-01-04,2026,1,4,January,Sunday,1,True,False,False,4,4,4,7
20260105,2026-01-05,2026,1,5,January,Monday,2,False,False,False,5,5,5,1
20260106,2026-01-06,2026,1,6,January,Tuesday,2,False,False,False,6,6,6,2
20260107,2026-01-07,2026,1,7,January,Wednesday,2,False,False,False,7,7,7,3
20260108,2026-01-08,2026,1,8,January,Thursday,2,False,False,False,8,8,8,4
20260109,2026-01-09,2026,1,9,January,Friday,2,False,False,False,9,9,9,5
20260110,2026-01-10,2026,1,10,January,Saturday,2,True,False,False,10,10,10,6
20260111,2026-01-11,2026,1,11,January,Sunday,2,True,False,False,11,11,11,7
20260112,2026-01-12,2026,1,12,January,Monday,3,False,False,False,12,12,12,1
20260113,2026-01-13,2026,1,13,January,Tuesday,3,False,False,False,13,13,13,2
20260114,2026-01-14,2026,1,14,January,Wednesday,3,False,False,False,14,14,14,3
20260115,2026-01-15,2026,1,15,January,Thursday,3,False,False,False,15,15,15,4
20260116,2026-01-16,2026,1,16,January,Friday,3,False,False,False,16,16,16,5
20260117,2026-01-17,2026,1,17,January,Saturday,3,True,False,False,17,17,17,6
20260118,2026-01-18,2026,1,18,January,Sunday,3,True,False,False,18,18,18,7
20260119,2026-01-19,2026,1,19,January,Monday,4,False,False,True,19,19,19,1
20260120,2026-01-20,2026,1,20,January,Tuesday,4,False,False,False,20,20,20,2
20260121,2026-01-21,2026,1,21,January,Wednesday,4,False,False,False,21,21,21,3
20260122,2026-01-22,2026,1,22,January,Thursday,4,False,False,False,22,22,22,4
20260123,2026-01-23,2026,1,23,January,Friday,4,False,False,False,23,23,23,5
20260124,2026-01-24,2026,1,24,January,Saturday,4,True,False,False,24,24,24,6
20260125,2026-01-25,2026,1,25,January,Sunday,4,True,False,False,25,25,25,7
20260126,2026-01-26,2026,1,26,January,Monday,5,False,False,False,26,26,26,1
20260127,2026-01-27,2026,1,27,January,Tuesday,5,False,False,False,27,27,27,2
20260128,2026-01-28,2026,1,28,January,Wednesday,5,False,False,False,28,28,28,3
20260129,2026-01-29,2026,1,29,January,Thursday,5,False,False,False,29,29,29,4
20260130,2026-01-30,2026,1,30,January,Friday,5,False,False,False,30,30,30,5
20260131,2026-01-31,2026,1,31,January,Saturday,5,True,False,False,31,31,31,6
20260201,2026-02-01,2026,1,1,February,Sunday,5,True,False,False,32,32,1,7
20260202,2026-02-02,2026,1,2,February,Monday,6,False,False,False,33,33,2,1
20260203,2026-02-03,2026,1,3,February,Tuesday,6,False,False,False,34,34,3,2
20260204,2026-02-04,2026,1,4,February,Wednesday,6,False,False,False,35,35,4,3
20260205,2026-02-05,2026,1,5,February,Thursday,6,False,False,False,36,36,5,4
20260206,2026-02-06,2026,1,6,February,Friday,6,False,False,False,37,37,6,5
20260207,2026-02-07,2026,1,7,February,Saturday,6,True,False,False,38,38,7,6
20260208,2026-02-08,2026,1,8,February,Sunday,6,True,False,False,39,39,8,7
20260209,2026-02-09,2026,1,9,February,Monday,7,False,False,False,40,40,9,1
20260210,2026-02-10,2026,1,10,February,Tuesday,7,False,False,False,41,41,10,2
20260211,2026-02-11,2026,1,11,February,Wednesday,7,False,False,False,42,42,11,3
20260212,2026-02-12,2026,1,12,February,Thursday,7,False,False,False,43,43,12,4
20260213,2026-02-13,2026,1,13,February,Friday,7,False,False,False,44,44,13,5
20260214,2026-02-14,2026,1,14,February,Saturday,7,True,False,False,45,45,14,6
20260215,2026-02-15,2026,1,15,February,Sunday,7,True,False,False,46,46,15,7
20260216,2026-02-16,2026,1,16,February,Monday,8,False,False,True,47,47,16,1
20260217,2026-02-17,2026,1,17,February,Tuesday,8,False,False,False,48,48,17,2
20260218,2026-02-18,2026,1,18,February,Wednesday,8,False,False,False,49,49,18,3
20260219,2026-02-19,2026,1,19,February,Thursday,8,False,False,False,50,50,19,4
20260220,2026-02-20,2026,1,20,February,Friday,8,False,False,False,51,51,20,5
20260221,2026-02-21,2026,1,21,February,Saturday,8,True,False,False,52,52,21,6
20260222,2026-02-22,2026,1,22,February,Sunday,8,True,False,False,53,53,22,7
20260223,2026-02-23,2026,1,23,February,Monday,9,False,False,False,54,54,23,1
20260224,2026-02-24,2026,1,24,February,Tuesday,9,False,False,False,55,55,24,2
20260225,2026-02-25,2026,1,25,February,Wednesday,9,False,False,False,56,56,25,3
20260226,2026-02-26,2026,1,26,February,Thursday,9,False,False,False,57,57,26,4
20260227,2026-02-27,2026,1,27,February,Friday,9,False,False,False,58,58,27,5
20260228,2026-02-28,2026,1,28,February,Saturday,9,True,False,False,59,59,28,6
20260301,2026-03-01,2026,1,1,March,Sunday,9,True,False,False,60,60,1,7
20260302,2026-03-02,2026,1,2,March,Monday,10,False,False,False,61,61,2,1
20260303,2026-03-03,2026,1,3,March,Tuesday,10,False,False,False,62,62,3,2
20260304,2026-03-04,2026,1,4,March,Wednesday,10,False,False,False,63,63,4,3
20260305,2026-03-05,2026,1,5,March,Thursday,10,False,False,False,64,64,5,4
20260306,2026-03-06,2026,1,6,March,Friday,10,False,False,False,65,65,6,5
20260307,2026-03-07,2026,1,7,March,Saturday,10,True,False,False,66,66,7,6
20260308,2026-03-08,2026,1,8,March,Sunday,10,True,False,False,67,67,8,7
20260309,2026-03-09,2026,1,9,March,Monday,11,False,False,False,68,68,9,1
20260310,2026-03-10,2026,1,10,March,Tuesday,11,False,False,False,69,69,10,2
20260311,2026-03-11,2026,1,11,March,Wednesday,11,False,False,False,70,70,11,3
20260312,2026-03-12,2026,1,12,March,Thursday,11,False,False,False,71,71,12,4
20260313,2026-03-13,2026,1,13,March,Friday,11,False,False,False,72,72,13,5
20260314,2026-03-14,2026,1,14,March,Saturday,11,True,False,False,73,73,14,6
20260315,2026-03-15,2026,1,15,March,Sunday,11,True,False,False,74,74,15,7
20260316,2026-03-16,2026,1,16,March,Monday,12,False,False,False,75,75,16,1
20260317,2026-03-17,2026,1,17,March,Tuesday,12,False,False,False,76,76,17,2
20260318,2026-03-18,2026,1,18,March,Wednesday,12,False,False,False,77,77,18,3
20260319,2026-03-19,2026,1,19,March,Thursday,12,False,False,False,78,78,19,4
20260320,2026-03-20,2026,1,20,March,Friday,12,False,False,False,79,79,20,5
20260321,2026-03-21,2026,1,21,March,Saturday,12,True,False,False,80,80,21,6
20260322,2026-03-22,2026,1,22,March,Sunday,12,True,False,False,81,81,22,7
20260323,2026-03-23,2026,1,23,March,Monday,13,False,False,False,82,82,23,1
20260324,2026-03-24,2026,1,24,March,Tuesday,13,False,False,False,83,83,24,2
20260325,2026-03-25,2026,1,25,March,Wednesday,13,False,False,False,84,84,25,3
20260326,2026-03-26,2026,1,26,March,Thursday,13,False,False,False,85,85,26,4
20260327,2026-03-27,2026,1,27,March,Friday,13,False,False,False,86,86,27,5
20260328,2026-03-28,2026,1,28,March,Saturday,13,True,False,False,87,87,28,6
20260329,2026-03-29,2026,1,29,March,Sunday,13,True,False,False,88,88,29,7
20260330,2026-03-30,2026,1,30,March,Monday,14,False,False,False,89,89,30,1
20260331,2026-03-31,2026,1,31,March,Tuesday,14,False,False,False,90,90,31,2
20260401,2026-04-01,2026,2,1,April,Wednesday,14,False,False,False,91,1,1,3
20260402,2026-04-02,2026,2,2,April,Thursday,14,False,False,False,92,2,2,4
20260403,2026-04-03,2026,2,3,April,Friday,14,False,False,False,93,3,3,5
20260404,2026-04-04,2026,2,4,April,Saturday,14,True,False,False,94,4,4,6
20260405,2026-04-05,2026,2,5,April,Sunday,14,True,False,False,95,5,5,7
20260406,2026-04-06,2026,2,6,April,Monday,15,False,False,False,96,6,6,1
20260407,2026-04-07,2026,2,7,April,Tuesday,15,False,False,False,97,7,7,2
20260408,2026-04-08,2026,2,8,April,Wednesday,15,False,False,False,98,8,8,3
20260409,2026-04-09,2026,2,9,April,Thursday,15,False,False,False,99,9,9,4
20260410,2026-04-10,2026,2,10,April,Friday,15,False,False,False,100,10,10,5
20260411,2026-04-11,2026,2,11,April,Saturday,15,True,False,False,101,11,11,6
20260412,2026-04-12,2026,2,12,April,Sunday,15,True,False,False,102,12,12,7
20260413,2026-04-13,2026,2,13,April,Monday,16,False,False,False,103,13,13,1
20260414,2026-04-14,2026,2,14,April,Tuesday,16,False,False,False,104,14,14,2
20260415,2026-04-15,2026,2,15,April,Wednesday,16,False,False,False,105,15,15,3
20260416,2026-04-16,2026,2,16,April,Thursday,16,False,False,False,106,16,16,4
20260417,2026-04-17,2026,2,17,April,Friday,16,False,False,False,107,17,17,5
20260418,2026-04-18,2026,2,18,April,Saturday,16,True,False,False,108,18,18,6
20260419,2026-04-19,2026,2,19,April,Sunday,16,True,False,False,109,19,19,7
20260420,2026-04-20,2026,2,20,April,Monday,17,False,False,False,110,20,20,1
20260421,2026-04-21,2026,2,21,April,Tuesday,17,False,False,False,111,21,21,2
20260422,2026-04-22,2026,2,22,April,Wednesday,17,False,False,False,112,22,22,3
20260423,2026-04-23,2026,2,23,April,Thursday,17,False,True,False,113,23,23,4
20260424,2026-04-24,2026,2,24,April,Friday,17,False,False,False,114,24,24,5
20260425,2026-04-25,2026,2,25,April,Saturday,17,True,False,False,115,25,25,6
20260426,2026-04-26,2026,2,26,April,Sunday,17,True,False,False,116,26,26,7
20260427,2026-04-27,2026,2,27,April,Monday,18,False,False,False,117,27,27,1
20260428,2026-04-28,2026,2,28,April,Tuesday,18,False,False,False,118,28,28,2
20260429,2026-04-29,2026,2,29,April,Wednesday,18,False,False,False,119,29,29,3
20260430,2026-04-30,2026,2,30,April,Thursday,18,False,False,False,120,30,30,4
20260501,2026-05-01,2026,2,1,May,Friday,18,False,True,False,121,31,1,5
20260502,2026-05-02,2026,2,2,May,Saturday,18,True,False,False,122,32,2,6
20260503,2026-05-03,2026,2,3,May,Sunday,18,True,False,False,123,33,3,7
20260504,2026-05-04,2026,2,4,May,Monday,19,False,False,False,124,34,4,1
20260505,2026-05-05,2026,2,5,May,Tuesday,19,False,False,False,125,35,5,2
20260506,2026-05-06,2026,2,6,May,Wednesday,19,False,False,False,126,36,6,3
20260507,2026-05-07,2026,2,7,May,Thursday,19,False,False,False,127,37,7,4
20260508,2026-05-08,2026,2,8,May,Friday,19,False,False,False,128,38,8,5
20260509,2026-05-09,2026,2,9,May,Saturday,19,True,False,False,129,39,9,6
20260510,2026-05-10,2026,2,10,May,Sunday,19,True,False,False,130,40,10,7
20260511,2026-05-11,2026,2,11,May,Monday,20,False,False,False,131,41,11,1
20260512,2026-05-12,2026,2,12,May,Tuesday,20,False,False,False,132,42,12,2
20260513,2026-05-13,2026,2,13,May,Wednesday,20,False,False,False,133,43,13,3
20260514,2026-05-14,2026,2,14,May,Thursday,20,False,False,False,134,44,14,4
20260515,2026-05-15,2026,2,15,May,Friday,20,False,False,False,135,45,15,5
20260516,2026-05-16,2026,2,16,May,Saturday,20,True,False,False,136,46,16,6
20260517,2026-05-17,2026,2,17,May,Sunday,20,True,False,False,137,47,17,7
20260518,2026-05-18,2026,2,18,May,Monday,21,False,False,False,138,48,18,1
20260519,2026-05-19,2026,2,19,May,Tuesday,21,False,True,False,139,49,19,2
20260520,2026-05-20,2026,2,20,May,Wednesday,21,False,False,False,140,50,20,3
20260521,2026-05-21,2026,2,21,May,Thursday,21,False,False,False,141,51,21,4
20260522,2026-05-22,2026,2,22,May,Friday,21,False,False,False,142,52,22,5
20260523,2026-05-23,2026,2,23,May,Saturday,21,True,False,False,143,53,23,6
20260524,2026-05-24,2026,2,24,May,Sunday,21,True,False,False,144,54,24,7
20260525,2026-05-25,2026,2,25,May,Monday,22,False,False,True,145,55,25,1
20260526,2026-05-26,2026,2,26,May,Tuesday,22,False,False,False,146,56,26,2
20260527,2026-05-27,2026,2,27,May,Wednesday,22,False,False,False,147,57,27,3
20260528,2026-05-28,2026,2,28,May,Thursday,22,False,False,False,148,58,28,4
20260529,2026-05-29,2026,2,29,May,Friday,22,False,False,False,149,59,29,5
20260530,2026-05-30,2026,2,30,May,Saturday,22,True,False,False,150,60,30,6
20260531,2026-05-31,2026,2,31,May,Sunday,22,True,False,False,151,61,31,7
20260601,2026-06-01,2026,2,1,June,Monday,23,False,False,False,152,62,1,1
20260602,2026-06-02,2026,2,2,June,Tuesday,23,False,False,False,153,63,2,2
20260603,2026-06-03,2026,2,3,June,Wednesday,23,False,False,False,154,64,3,3
20260604,2026-06-04,2026,2,4,June,Thursday,23,False,False,False,155,65,4,4
20260605,2026-06-05,2026,2,5,June,Friday,23,False,False,False,156,66,5,5
20260606,2026-06-06,2026,2,6,June,Saturday,23,True,False,False,157,67,6,6
20260607,2026-06-07,2026,2,7,June,Sunday,23,True,False,False,158,68,7,7
20260608,2026-06-08,2026,2,8,June,Monday,24,False,False,False,159,69,8,1
20260609,2026-06-09,2026,2,9,June,Tuesday,24,False,False,False,160,70,9,2
20260610,2026-06-10,2026,2,10,June,Wednesday,24,False,False,False,161,71,10,3
20260611,2026-06-11,2026,2,11,June,Thursday,24,False,False,False,162,72,11,4
20260612,2026-06-12,2026,2,12,June,Friday,24,False,False,False,163,73,12,5
20260613,2026-06-13,2026,2,13,June,Saturday,24,True,False,False,164,74,13,6
20260614,2026-06-14,2026,2,14,June,Sunday,24,True,False,False,165,75,14,7
20260615,2026-06-15,2026,2,15,June,Monday,25,False,False,False,166,76,15,1
20260616,2026-06-16,2026,2,16,June,Tuesday,25,False,False,False,167,77,16,2
20260617,2026-06-17,2026,2,17,June,Wednesday,25,False,False,False,168,78,17,3
20260618,2026-06-18,2026,2,18,June,Thursday,25,False,False,False,169,79,18,4
20260619,2026-06-19,2026,2,19,June,Friday,25,False,False,True,170,80,19,5
20260620,2026-06-20,2026,2,20,June,Saturday,25,True,False,False,171,81,20,6
20260621,2026-06-21,2026,2,21,June,Sunday,25,True,False,False,172,82,21,7
20260622,2026-06-22,2026,2,22,June,Monday,26,False,False,False,173,83,22,1
20260623,2026-06-23,2026,2,23,June,Tuesday,26,False,False,False,174,84,23,2
20260624,2026-06-24,2026,2,24,June,Wednesday,26,False,False,False,175,85,24,3
20260625,2026-06-25,2026,2,25,June,Thursday,26,False,False,False,176,86,25,4
20260626,2026-06-26,2026,2,26,June,Friday,26,False,False,False,177,87,26,5
20260627,2026-06-27,2026,2,27,June,Saturday,26,True,False,False,178,88,27,6
20260628,2026-06-28,2026,2,28,June,Sunday,26,True,False,False,179,89,28,7
20260629,2026-06-29,2026,2,29,June,Monday,27,False,False,False,180,90,29,1
20260630,2026-06-30,2026,2,30,June,Tuesday,27,False,False,False,181,91,30,2
20260701,2026-07-01,2026,3,1,July,Wednesday,27,False,False,False,182,1,1,3
20260702,2026-07-02,2026,3,2,July,Thursday,27,False,False,False,183,2,2,4
20260703,2026-07-03,2026,3,3,July,Friday,27,False,False,True,184,3,3,5
20260704,2026-07-04,2026,3,4,July,Saturday,27,True,False,False,185,4,4,6
20260705,2026-07-05,2026,3,5,July,Sunday,27,True,False,False,186,5,5,7
20260706,2026-07-06,2026,3,6,July,Monday,28,False,False,False,187,6,6,1
20260707,2026-07-07,2026,3,7,July,Tuesday,28,False,False,False,188,7,7,2
20260708,2026-07-08,2026,3,8,July,Wednesday,28,False,False,False,189,8,8,3
20260709,2026-07-09,2026,3,9,July,Thursday,28,False,False,False,190,9,9,4
20260710,2026-07-10,2026,3,10,July,Friday,28,False,False,False,191,10,10,5
20260711,2026-07-11,2026,3,11,July,Saturday,28,True,False,False,192,11,11,6
20260712,2026-07-12,2026,3,12,July,Sunday,28,True,False,False,193,12,12,7
20260713,2026-07-13,2026,3,13,July,Monday,29,False,False,False,194,13,13,1
20260714,2026-07-14,2026,3,14,July,Tuesday,29,False,False,False,195,14,14,2
20260715,2026-07-15,2026,3,15,July,Wednesday,29,False,True,False,196,15,15,3
20260716,2026-07-16,2026,3,16,July,Thursday,29,False,False,False,197,16,16,4
20260717,2026-07-17,2026,3,17,July,Friday,29,False,False,False,198,17,17,5
20260718,2026-07-18,2026,3,18,July,Saturday,29,True,False,False,199,18,18,6
20260719,2026-07-19,2026,3,19,July,Sunday,29,True,False,False,200,19,19,7
20260720,2026-07-20,2026,3,20,July,Monday,30,False,False,False,201,20,20,1
20260721,2026-07-21,2026,3,21,July,Tuesday,30,False,False,False,202,21,21,2
20260722,2026-07-22,2026,3,22,July,Wednesday,30,False,False,False,203,22,22,3
20260723,2026-07-23,2026,3,23,July,Thursday,30,False,False,False,204,23,23,4
20260724,2026-07-24,2026,3,24,July,Friday,30,False,False,False,205,24,24,5
20260725,2026-07-25,2026,3,25,July,Saturday,30,True,False,False,206,25,25,6
20260726,2026-07-26,2026,3,26,July,Sunday,30,True,False,False,207,26,26,7
20260727,2026-07-27,2026,3,27,July,Monday,31,False,False,False,208,27,27,1
20260728,2026-07-28,2026,3,28,July,Tuesday,31,False,False,False,209,28,28,2
20260729,2026-07-29,2026,3,29,July,Wednesday,31,False,False,False,210,29,29,3
20260730,2026-07-30,2026,3,30,July,Thursday,31,False,False,False,211,30,30,4
20260731,2026-07-31,2026,3,31,July,Friday,31,False,False,False,212,31,31,5
20260801,2026-08-01,2026,3,1,August,Saturday,31,True,False,False,213,32,1,6
20260802,2026-08-02,2026,3,2,August,Sunday,31,True,False,False,214,33,2,7
20260803,2026-08-03,2026,3,3,August,Monday,32,False,False,False,215,34,3,1
20260804,2026-08-04,2026,3,4,August,Tuesday,32,False,False,False,216,35,4,2
20260805,2026-08-05,2026,3,5,August,Wednesday,32,False,False,False,217,36,5,3
20260806,2026-08-06,2026,3,6,August,Thursday,32,False,False,False,218,37,6,4
20260807,2026-08-07,2026,3,7,August,Friday,32,False,False,False,219,38,7,5
20260808,2026-08-08,2026,3,8,August,Saturday,32,True,False,False,220,39,8,6
20260809,2026-08-09,2026,3,9,August,Sunday,32,True,False,False,221,40,9,7
20260810,2026-08-10,2026,3,10,August,Monday,33,False,False,False,222,41,10,1
20260811,2026-08-11,2026,3,11,August,Tuesday,33,False,False,False,223,42,11,2
20260812,2026-08-12,2026,3,12,August,Wednesday,33,False,False,False,224,43,12,3
20260813,2026-08-13,2026,3,13,August,Thursday,33,False,False,False,225,44,13,4
20260814,2026-08-14,2026,3,14,August,Friday,33,False,False,False,226,45,14,5
20260815,2026-08-15,2026,3,15,August,Saturday,33,True,False,False,227,46,15,6
20260816,2026-08-16,2026,3,16,August,Sunday,33,True,False,False,228,47,16,7
20260817,2026-08-17,2026,3,17,August,Monday,34,False,False,False,229,48,17,1
20260818,2026-08-18,2026,3,18,August,Tuesday,34,False,False,False,230,49,18,2
20260819,2026-08-19,2026,3,19,August,Wednesday,34,False,False,False,231,50,19,3
20260820,2026-08-20,2026,3,20,August,Thursday,34,False,False,False,232,51,20,4
20260821,2026-08-21,2026,3,21,August,Friday,34,False,False,False,233,52,21,5
20260822,2026-08-22,2026,3,22,August,Saturday,34,True,False,False,234,53,22,6
20260823,2026-08-23,2026,3,23,August,Sunday,34,True,False,False,235,54,23,7
20260824,2026-08-24,2026,3,24,August,Monday,35,False,False,False,236,55,24,1
20260825,2026-08-25,2026,3,25,August,Tuesday,35,False,False,False,237,56,25,2
20260826,2026-08-26,2026,3,26,August,Wednesday,35,False,False,False,238,57,26,3
20260827,2026-08-27,2026,3,27,August,Thursday,35,False,False,False,239,58,27,4
20260828,2026-08-28,2026,3,28,August,Friday,35,False,False,False,240,59,28,5
20260829,2026-08-29,2026,3,29,August,Saturday,35,True,False,False,241,60,29,6
20260830,2026-08-30,2026,3,30,August,Sunday,35,True,True,False,242,61,30,7
20260831,2026-08-31,2026,3,31,August,Monday,36,False,False,False,243,62,31,1
20260901,2026-09-01,2026,3,1,September,Tuesday,36,False,False,False,244,63,1,2
20260902,2026-09-02,2026,3,2,September,Wednesday,36,False,False,False,245,64,2,3
20260903,2026-09-03,2026,3,3,September,Thursday,36,False,False,False,246,65,3,4
20260904,2026-09-04,2026,3,4,September,Friday,36,False,False,False,247,66,4,5
20260905,2026-09-05,2026,3,5,September,Saturday,36,True,False,False,248,67,5,6
20260906,2026-09-06,2026,3,6,September,Sunday,36,True,False,False,249,68,6,7
20260907,2026-09-07,2026,3,7,September,Monday,37,False,False,True,250,69,7,1
20260908,2026-09-08,2026,3,8,September,Tuesday,37,False,False,False,251,70,8,2
20260909,2026-09-09,2026,3,9,September,Wednesday,37,False,False,False,252,71,9,3
20260910,2026-09-10,2026,3,10,September,Thursday,37,False,False,False,253,72,10,4
20260911,2026-09-11,2026,3,11,September,Friday,37,False,False,False,254,73,11,5
20260912,2026-09-12,2026,3,12,September,Saturday,37,True,False,False,255,74,12,6
20260913,2026-09-13,2026,3,13,September,Sunday,37,True,False,False,256,75,13,7
20260914,2026-09-14,2026,3,14,September,Monday,38,False,False,False,257,76,14,1
20260915,2026-09-15,2026,3,15,September,Tuesday,38,False,False,False,258,77,15,2
20260916,2026-09-16,2026,3,16,September,Wednesday,38,False,False,False,259,78,16,3
