transaction_id_dd,transaction_date,transaction_time,transaction_date_key,customer_id,account_id,merchant_id,branch_id,channel_id,transaction_type_id,amount,currency,is_recurring,is_salary,previous_balance,balance_after_transaction
txn00000000737,2024-09-13,10:33:53,20240913,8,8,31,501,1,1,37.13,USD,False,False,7770.96,7733.83
txn00000000738,2024-09-14,10:00:00,20240914,8,8,8,501,2,3,37.7,USD,True,False,7733.83,7696.13
txn00000000739,2024-09-14,10:00:00,20240914,8,8,8,501,2,3,18.66,USD,True,False,7696.13,7677.47
txn00000000740,2024-09-14,10:00:00,20240914,8,8,45,501,2,3,15.04,USD,True,False,7677.47,7662.43
txn00000000741,2024-09-14,10:00:00,20240914,8,8,8,501,2,3,11.43,USD,True,False,7662.43,7651.0
txn00000000742,2024-09-15,11:21:23,20240915,8,8,53,501,2,1,24.08,USD,False,False,7651.0,7626.92
txn00000000743,2024-09-15,19:06:46,20240915,8,8,3,501,1,1,23.64,USD,False,False,7626.92,7603.28
txn00000000744,2024-09-16,18:44:43,20240916,8,8,53,501,2,1,41.41,USD,False,False,7603.28,7561.87
txn00000000745,2024-09-17,14:02:49,20240917,8,8,9,501,1,1,13.26,USD,False,False,7561.87,7548.61
txn00000000746,2024-09-20,14:25:27,20240920,8,8,53,501,1,1,17.53,USD,False,False,7548.61,7531.08
txn00000000747,2024-09-22,18:49:28,20240922,8,8,24,501,1,1,36.59,USD,False,False,7531.08,7494.49
txn00000000748,2024-09-24,20:19:06,20240924,8,8,13,501,1,1,40.5,USD,False,False,7494.49,7453.99
txn00000000749,2024-09-25,10:00:00,20240925,8,8,13,501,1,1,30.73,USD,False,False,7453.99,7423.26
txn00000000750,2024-09-27,09:00:00,20240927,8,8,0,501,4,4,1149.78,USD,True,True,7423.26,8573.04
txn00000000751,2024-09-30,14:51:55,20240930,8,8,49,501,3,2,103.68,USD,False,False,8573.04,8469.36
txn00000000752,2024-10-01,11:47:32,20241001,8,8,15,501,1,1,13.09,USD,False,False,8469.36,8456.27
txn00000000753,2024-10-05,09:30:00,20241005,8,8,0,501,2,7,377.86,USD,True,False,8456.27,8834.13
txn00000000754,2024-10-05,21:06:07,20241005,8,8,13,501,1,1,45.11,USD,False,False,8834.13,8789.02
txn00000000755,2024-10-06,18:37:16,20241006,8,8,31,501,1,1,46.16,USD,False,False,8789.02,8742.86
txn00000000756,2024-10-14,10:00:00,20241014,8,8,46,501,2,3,36.01,USD,True,False,8742.86,8706.85
txn00000000757,2024-10-14,10:00:00,20241014,8,8,20,501,2,3,15.92,USD,True,False,8706.85,8690.93
txn00000000758,2024-10-14,10:00:00,20241014,8,8,45,501,2,3,14.29,USD,True,False,8690.93,8676.64
txn00000000759,2024-10-14,10:00:00,20241014,8,8,20,501,2,3,10.49,USD,True,False,8676.64,8666.15
txn00000000760,2024-10-16,21:50:36,20241016,8,8,25,501,2,1,32.69,USD,False,False,8666.15,8633.46
txn00000000761,2024-10-16,16:04:40,20241016,8,8,53,501,1,1,13.09,USD,False,False,8633.46,8620.37
txn00000000762,2024-10-17,17:02:25,20241017,8,8,12,501,1,1,33.16,USD,False,False,8620.37,8587.21
txn00000000763,2024-10-18,15:08:32,20241018,8,8,53,501,2,1,27.72,USD,False,False,8587.21,8559.49
txn00000000764,2024-10-21,15:26:17,20241021,8,8,54,501,1,1,16.81,USD,False,False,8559.49,8542.68
txn00000000765,2024-10-23,10:07:28,20241023,8,8,31,501,2,1,33.75,USD,False,False,8542.68,8508.93
txn00000000766,2024-10-25,18:00:08,20241025,8,8,12,501,1,1,20.14,USD,False,False,8508.93,8488.79
txn00000000767,2024-10-27,09:00:00,20241027,8,8,0,501,4,4,1149.78,USD,True,True,8488.79,9638.57
txn00000000768,2024-10-28,18:26:57,20241028,8,8,10,501,3,2,63.99,USD,False,False,9638.57,9574.58
txn00000000769,2024-11-01,10:00:00,20241101,8,8,54,501,1,1,33.27,USD,False,False,9574.58,9541.31
txn00000000770,2024-11-02,12:14:13,20241102,8,8,34,501,1,1,30.36,USD,False,False,9541.31,9510.95
txn00000000771,2024-11-02,15:06:17,20241102,8,8,35,501,1,1,12.01,USD,False,False,9510.95,9498.94
txn00000000772,2024-11-03,15:42:23,20241103,8,8,53,501,2,1,31.4,USD,False,False,9498.94,9467.54
txn00000000773,2024-11-05,09:30:00,20241105,8,8,0,501,2,7,377.86,USD,True,False,9467.54,9845.4
txn00000000774,2024-11-10,16:10:13,20241110,8,8,13,501,2,1,35.99,USD,False,False,9845.4,9809.41
txn00000000775,2024-11-12,17:53:24,20241112,8,8,53,501,2,1,44.66,USD,False,False,9809.41,9764.75
txn00000000776,2024-11-14,10:00:00,20241114,8,8,45,501,2,3,17.27,USD,True,False,9764.75,9747.48
txn00000000777,2024-11-14,10:00:00,20241114,8,8,20,501,2,3,11.46,USD,True,False,9747.48,9736.02
txn00000000778,2024-11-14,10:00:00,20241114,8,8,45,501,2,3,37.29,USD,True,False,9736.02,9698.73
txn00000000779,2024-11-16,12:25:44,20241116,8,8,13,501,1,1,34.65,USD,False,False,9698.73,9664.08
txn00000000780,2024-11-16,16:04:09,20241116,8,8,53,501,2,1,11.59,USD,False,False,9664.08,9652.49
txn00000000781,2024-11-17,16:57:54,20241117,8,8,13,501,1,1,38.76,USD,False,False,9652.49,9613.73
txn00000000782,2024-11-18,10:01:24,20241118,8,8,32,501,1,1,42.64,USD,False,False,9613.73,9571.09
txn00000000783,2024-11-23,19:50:51,20241123,8,8,37,501,2,1,43.63,USD,False,False,9571.09,9527.46
txn00000000784,2024-11-25,23:00:00,20241125,8,8,3,501,2,1,14.49,USD,False,False,9527.46,9512.97
txn00000000785,2024-11-27,09:00:00,20241127,8,8,0,501,4,4,1149.78,USD,True,True,9512.97,10662.75
txn00000000786,2024-11-28,14:09:22,20241128,8,8,54,501,1,1,22.19,USD,False,False,10662.75,10640.56
txn00000000787,2024-11-29,19:01:56,20241129,8,8,24,501,1,1,32.98,USD,False,False,10640.56,10607.58
txn00000000788,2024-12-01,10:51:23,20241201,8,8,24,501,2,1,24.05,USD,False,False,10607.58,10583.53
txn00000000789,2024-12-02,17:30:42,20241202,8,8,25,501,1,1,32.63,USD,False,False,10583.53,10550.9
txn00000000790,2024-12-03,11:18:52,20241203,8,8,50,501,3,2,70.75,USD,False,False,10550.9,10480.15
txn00000000791,2024-12-03,11:05:38,20241203,8,8,53,501,2,1,18.99,USD,False,False,10480.15,10461.16
txn00000000792,2024-12-04,16:41:16,20241204,8,8,54,501,2,1,33.7,USD,False,False,10461.16,10427.46
txn00000000793,2024-12-05,09:30:00,20241205,8,8,0,501,2,7,377.86,USD,True,False,10427.46,10805.32
txn00000000794,2024-12-05,20:13:07,20241205,8,8,24,501,1,1,32.35,USD,False,False,10805.32,10772.97
txn00000000795,2024-12-05,18:59:18,20241205,8,8,10,501,3,2,98.08,USD,False,False,10772.97,10674.89
txn00000000796,2024-12-07,10:00:00,20241207,8,8,50,501,3,2,120.31,USD,False,False,10674.89,10554.58
txn00000000797,2024-12-09,11:00:18,20241209,8,8,24,501,2,1,15.34,USD,False,False,10554.58,10539.24
txn00000000798,2024-12-10,10:00:00,20241210,8,8,53,501,1,1,17.52,USD,False,False,10539.24,10521.72
txn00000000799,2024-12-11,13:36:31,20241211,8,8,25,501,2,1,34.98,USD,False,False,10521.72,10486.74
txn00000000800,2024-12-12,17:28:54,20241212,8,8,13,501,2,1,25.61,USD,False,False,10486.74,10461.13
txn00000000801,2024-12-13,13:41:59,20241213,8,8,24,501,1,1,39.94,USD,False,False,10461.13,10421.19
txn00000000802,2024-12-14,10:00:00,20241214,8,8,20,501,2,3,15.93,USD,True,False,10421.19,10405.26
txn00000000803,2024-12-14,10:00:00,20241214,8,8,20,501,2,3,11.31,USD,True,False,10405.26,10393.95
txn00000000804,2024-12-14,15:56:48,20241214,8,8,1,501,1,1,41.69,USD,False,False,10393.95,10352.26
txn00000000805,2024-12-16,15:30:44,20241216,8,8,54,501,1,1,15.12,USD,False,False,10352.26,10337.14
txn00000000806,2024-12-16,17:03:26,20241216,8,8,49,501,3,2,53.8,USD,False,False,10337.14,10283.34
txn00000000807,2024-12-18,20:20:55,20241218,8,8,26,501,1,1,19.59,USD,False,False,10283.34,10263.75
txn00000000808,2024-12-20,18:25:32,20241220,8,8,13,501,2,1,32.31,USD,False,False,10263.75,10231.44
txn00000000809,2024-12-21,13:30:30,20241221,8,8,49,501,3,2,81.37,USD,False,False,10231.44,10150.07
txn00000000810,2024-12-21,17:22:09,20241221,8,8,54,501,2,1,24.03,USD,False,False,10150.07,10126.04
txn00000000811,2024-12-23,21:18:02,20241223,8,8,54,501,2,1,40.19,USD,False,False,10126.04,10085.85
txn00000000812,2024-12-27,09:00:00,20241227,8,8,0,501,4,4,1149.78,USD,True,True,10085.85,11235.63
txn00000000813,2024-01-01,10:30:00,20240101,9,9,0,501,2,6,249.46,USD,True,False,513.24,263.78
txn00000000814,2024-01-03,15:38:57,20240103,9,9,25,501,2,1,10.4,USD,False,False,263.78,253.38
txn00000000815,2024-01-04,10:00:00,20240104,9,9,46,501,2,3,9.24,USD,True,False,253.38,244.14
txn00000000816,2024-01-04,10:00:00,20240104,9,9,20,501,2,3,6.95,USD,True,False,244.14,237.19
txn00000000817,2024-01-26,09:00:00,20240126,9,9,0,501,4,4,641.55,USD,True,True,237.19,878.74
txn00000000818,2024-01-27,16:48:09,20240127,9,9,15,501,1,1,8.58,USD,False,False,878.74,870.16
txn00000000819,2024-01-28,12:59:41,20240128,9,9,50,501,3,2,70.88,USD,False,False,870.16,799.28
txn00000000820,2024-02-01,10:30:00,20240201,9,9,0,501,2,6,249.46,USD,True,False,799.28,549.82
txn00000000821,2024-02-04,10:00:00,20240204,9,9,46,501,2,3,5.79,USD,True,False,549.82,544.03
txn00000000822,2024-02-04,10:00:00,20240204,9,9,20,501,2,3,18.85,USD,True,False,544.03,525.18
txn00000000823,2024-02-04,10:00:00,20240204,9,9,45,501,2,3,8.97,USD,True,False,525.18,516.21
txn00000000824,2024-02-04,10:00:00,20240204,9,9,46,501,2,3,7.25,USD,True,False,516.21,508.96
txn00000000825,2024-02-10,15:57:41,20240210,9,9,25,501,1,1,10.64,USD,False,False,508.96,498.32
txn00000000826,2024-02-14,14:50:03,20240214,9,9,26,501,1,1,9.13,USD,False,False,498.32,489.19
txn00000000827,2024-02-24,21:34:51,20240224,9,9,22,501,3,2,43.58,USD,False,False,489.19,445.61
txn00000000828,2024-02-26,09:00:00,20240226,9,9,0,501,4,4,641.55,USD,True,True,445.61,1087.16
txn00000000829,2024-03-01,10:30:00,20240301,9,9,0,501,2,6,249.46,USD,True,False,1087.16,837.7
txn00000000830,2024-03-04,10:00:00,20240304,9,9,20,501,2,3,18.91,USD,True,False,837.7,818.79
txn00000000831,2024-03-04,10:00:00,20240304,9,9,46,501,2,3,9.61,USD,True,False,818.79,809.18
txn00000000832,2024-03-04,10:00:00,20240304,9,9,8,501,2,3,7.13,USD,True,False,809.18,802.05
txn00000000833,2024-03-15,10:53:32,20240315,9,9,22,501,3,2,42.14,USD,False,False,802.05,759.91
txn00000000834,2024-03-16,22:00:49,20240316,9,9,24,501,1,1,9.91,USD,False,False,759.91,750.0
txn00000000835,2024-03-19,14:24:53,20240319,9,9,22,501,3,2,46.21,USD,False,False,750.0,703.79
txn00000000836,2024-03-26,09:00:00,20240326,9,9,0,501,4,4,641.55,USD,True,True,703.79,1345.34
txn00000000837,2024-04-01,10:30:00,20240401,9,9,0,501,2,6,249.46,USD,True,False,1345.34,1095.88
txn00000000838,2024-04-01,11:32:22,20240401,9,9,16,501,1,1,8.55,USD,False,False,1095.88,1087.33
txn00000000839,2024-04-04,10:00:00,20240404,9,9,20,501,2,3,8.26,USD,True,False,1087.33,1079.07
txn00000000840,2024-04-04,10:00:00,20240404,9,9,8,501,2,3,17.72,USD,True,False,1079.07,1061.35
txn00000000841,2024-04-04,10:00:00,20240404,9,9,8,501,2,3,6.57,USD,True,False,1061.35,1054.78
txn00000000842,2024-04-04,10:00:00,20240404,9,9,46,501,2,3,8.91,USD,True,False,1054.78,1045.87
txn00000000843,2024-04-04,15:09:24,20240404,9,9,33,501,2,1,10.38,USD,False,False,1045.87,1035.49
txn00000000844,2024-04-09,14:49:05,20240409,9,9,24,501,1,1,8.35,USD,False,False,1035.49,1027.14
txn00000000845,2024-04-14,17:55:36,20240414,9,9,2,501,1,1,8.08,USD,False,False,1027.14,1019.06
txn00000000846,2024-04-19,17:30:02,20240419,9,9,35,501,1,1,8.91,USD,False,False,1019.06,1010.15
txn00000000847,2024-04-22,20:06:42,20240422,9,9,24,501,2,1,9.63,USD,False,False,1010.15,1000.52
txn00000000848,2024-04-26,09:00:00,20240426,9,9,0,501,4,4,641.55,USD,True,True,1000.52,1642.07
txn00000000849,2024-04-27,15:31:40,20240427,9,9,34,501,1,1,9.67,USD,False,False,1642.07,1632.4
txn00000000850,2024-05-01,10:30:00,20240501,9,9,0,501,2,6,249.46,USD,True,False,1632.4,1382.94
txn00000000851,2024-05-04,10:00:00,20240504,9,9,45,501,2,3,10.43,USD,True,False,1382.94,1372.51
txn00000000852,2024-05-04,10:00:00,20240504,9,9,46,501,2,3,6.18,USD,True,False,1372.51,1366.33
txn00000000853,2024-05-04,10:00:00,20240504,9,9,46,501,2,3,7.82,USD,True,False,1366.33,1358.51
txn00000000854,2024-05-12,15:56:27,20240512,9,9,22,501,3,2,49.13,USD,False,False,1358.51,1309.38
txn00000000855,2024-05-26,09:00:00,20240526,9,9,0,501,4,4,641.55,USD,True,True,1309.38,1950.93
txn00000000856,2024-05-27,21:11:57,20240527,9,9,31,501,1,1,8.23,USD,False,False,1950.93,1942.7
txn00000000857,2024-05-28,16:25:05,20240528,9,9,31,501,1,1,9.49,USD,False,False,1942.7,1933.21
txn00000000858,2024-06-01,10:30:00,20240601,9,9,0,501,2,6,249.46,USD,True,False,1933.21,1683.75
txn00000000859,2024-06-04,10:00:00,20240604,9,9,46,501,2,3,10.58,USD,True,False,1683.75,1673.17
txn00000000860,2024-06-04,10:00:00,20240604,9,9,45,501,2,3,6.24,USD,True,False,1673.17,1666.93
txn00000000861,2024-06-04,10:00:00,20240604,9,9,8,501,2,3,18.14,USD,True,False,1666.93,1648.79
txn00000000862,2024-06-06,13:01:25,20240606,9,9,15,501,1,1,8.86,USD,False,False,1648.79,1639.93
txn00000000863,2024-06-16,19:55:55,20240616,9,9,50,501,3,2,36.84,USD,False,False,1639.93,1603.09
txn00000000864,2024-06-26,09:00:00,20240626,9,9,0,501,4,4,641.55,USD,True,True,1603.09,2244.64
txn00000000865,2024-06-27,19:55:17,20240627,9,9,50,501,3,2,45.8,USD,False,False,2244.64,2198.84
txn00000000866,2024-07-01,10:30:00,20240701,9,9,0,501,2,6,249.46,USD,True,False,2198.84,1949.38
txn00000000867,2024-07-04,10:00:00,20240704,9,9,46,501,2,3,7.49,USD,True,False,1949.38,1941.89
txn00000000868,2024-07-04,10:00:00,20240704,9,9,46,501,2,3,6.23,USD,True,False,1941.89,1935.66
txn00000000869,2024-07-04,10:00:00,20240704,9,9,8,501,2,3,20.36,USD,True,False,1935.66,1915.3
txn00000000870,2024-07-22,23:00:00,20240722,9,9,34,501,1,1,9.28,USD,False,False,1915.3,1906.02
txn00000000871,2024-07-26,09:00:00,20240726,9,9,0,501,4,4,641.55,USD,True,True,1906.02,2547.57
txn00000000872,2024-07-29,12:39:00,20240729,9,9,49,501,3,2,38.91,USD,False,False,2547.57,2508.66
txn00000000873,2024-08-01,10:30:00,20240801,9,9,0,501,2,6,249.46,USD,True,False,2508.66,2259.2
txn00000000874,2024-08-04,10:00:00,20240804,9,9,20,501,2,3,7.68,USD,True,False,2259.2,2251.52
txn00000000875,2024-08-04,10:00:00,20240804,9,9,45,501,2,3,10.15,USD,True,False,2251.52,2241.37
txn00000000876,2024-08-04,10:00:00,20240804,9,9,45,501,2,3,5.79,USD,True,False,2241.37,2235.58
txn00000000877,2024-08-04,10:00:00,20240804,9,9,8,501,2,3,19.57,USD,True,False,2235.58,2216.01
txn00000000878,2024-08-09,17:25:25,20240809,9,9,12,501,2,1,7.81,USD,False,False,2216.01,2208.2
txn00000000879,2024-08-24,18:07:56,20240824,9,9,10,501,3,2,62.42,USD,False,False,2208.2,2145.78
txn00000000880,2024-08-26,09:00:00,20240826,9,9,0,501,4,4,641.55,USD,True,True,2145.78,2787.33
txn00000000881,2024-08-28,18:59:06,20240828,9,9,4,501,1,1,9.3,USD,False,False,2787.33,2778.03
txn00000000882,2024-08-30,14:45:33,20240830,9,9,22,501,3,2,56.68,USD,False,False,2778.03,2721.35
txn00000000883,2024-08-31,17:41:42,20240831,9,9,32,501,1,1,7.72,USD,False,False,2721.35,2713.63
txn00000000884,2024-09-01,10:30:00,20240901,9,9,0,501,2,6,249.46,USD,True,False,2713.63,2464.17
txn00000000885,2024-09-02,13:44:54,20240902,9,9,10,501,3,2,46.02,USD,False,False,2464.17,2418.15
txn00000000886,2024-09-04,10:00:00,20240904,9,9,45,501,2,3,20.34,USD,True,False,2418.15,2397.81
txn00000000887,2024-09-04,10:00:00,20240904,9,9,8,501,2,3,7.84,USD,True,False,2397.81,2389.97
txn00000000888,2024-09-07,15:31:49,20240907,9,9,10,501,3,2,52.15,USD,False,False,2389.97,2337.82
txn00000000889,2024-09-09,14:55:49,20240909,9,9,2,501,2,1,9.67,USD,False,False,2337.82,2328.15
txn00000000890,2024-09-12,16:00:40,20240912,9,9,25,501,1,1,7.35,USD,False,False,2328.15,2320.8
txn00000000891,2024-09-26,09:00:00,20240926,9,9,0,501,4,4,641.55,USD,True,True,2320.8,2962.35
txn00000000892,2024-09-27,20:27:12,20240927,9,9,32,501,2,1,8.94,USD,False,False,2962.35,2953.41
txn00000000893,2024-10-01,10:30:00,20241001,9,9,0,501,2,6,249.46,USD,True,False,2953.41,2703.95
txn00000000894,2024-10-04,10:00:00,20241004,9,9,8,501,2,3,7.69,USD,True,False,2703.95,2696.26
txn00000000895,2024-10-04,10:00:00,20241004,9,9,45,501,2,3,9.37,USD,True,False,2696.26,2686.89
txn00000000896,2024-10-04,10:00:00,20241004,9,9,8,501,2,3,7.03,USD,True,False,2686.89,2679.86
txn00000000897,2024-10-04,10:00:00,20241004,9,9,20,501,2,3,20.67,USD,True,False,2679.86,2659.19
txn00000000898,2024-10-14,11:15:27,20241014,9,9,25,501,1,1,9.89,USD,False,False,2659.19,2649.3
txn00000000899,2024-10-26,09:00:00,20241026,9,9,0,501,4,4,641.55,USD,True,True,2649.3,3290.85
txn00000000900,2024-11-01,10:30:00,20241101,9,9,0,501,2,6,249.46,USD,True,False,3290.85,3041.39
txn00000000901,2024-11-04,10:00:00,20241104,9,9,20,501,2,3,18.63,USD,True,False,3041.39,3022.76
txn00000000902,2024-11-04,10:00:00,20241104,9,9,8,501,2,3,9.93,USD,True,False,3022.76,3012.83
txn00000000903,2024-11-04,10:00:00,20241104,9,9,20,501,2,3,6.72,USD,True,False,3012.83,3006.11
txn00000000904,2024-11-18,17:47:36,20241118,9,9,3,501,1,1,4.67,USD,False,False,3006.11,3001.44
txn00000000905,2024-11-26,09:00:00,20241126,9,9,0,501,4,4,641.55,USD,True,True,3001.44,3642.99
txn00000000906,2024-12-01,10:30:00,20241201,9,9,0,501,2,6,249.46,USD,True,False,3642.99,3393.53
txn00000000907,2024-12-04,10:00:00,20241204,9,9,8,501,2,3,10.28,USD,True,False,3393.53,3383.25
txn00000000908,2024-12-04,10:00:00,20241204,9,9,45,501,2,3,19.95,USD,True,False,3383.25,3363.3
txn00000000909,2024-12-24,18:17:44,20241224,9,9,28,501,2,1,8.9,USD,False,False,3363.3,3354.4
txn00000000910,2024-12-26,09:00:00,20241226,9,9,0,501,4,4,641.55,USD,True,True,3354.4,3995.95
txn00000000911,2024-12-27,17:10:44,20241227,9,9,22,501,3,2,61.31,USD,False,False,3995.95,3934.64
txn00000000912,2024-01-02,10:00:00,20240102,10,10,12,501,1,1,22.54,USD,False,False,626.54,604.0
txn00000000913,2024-01-04,10:00:00,20240104,10,10,8,501,2,3,10.67,USD,True,False,604.0,593.33
txn00000000914,2024-01-04,10:00:00,20240104,10,10,20,501,2,3,22.39,USD,True,False,593.33,570.94
txn00000000915,2024-01-06,10:00:00,20240106,10,10,54,501,1,1,15.49,USD,False,False,570.94,555.45
txn00000000916,2024-01-07,16:45:27,20240107,10,10,12,501,1,1,20.78,USD,False,False,555.45,534.67
txn00000000917,2024-01-08,13:21:50,20240108,10,10,54,501,1,1,16.07,USD,False,False,534.67,518.6
txn00000000918,2024-01-08,10:14:03,20240108,10,10,49,501,3,2,73.51,USD,False,False,518.6,445.09
txn00000000919,2024-01-15,20:11:11,20240115,10,10,49,501,3,2,87.43,USD,False,False,445.09,357.66
txn00000000920,2024-01-25,09:00:00,20240125,10,10,0,501,4,4,783.18,USD,True,True,357.66,1140.84
txn00000000921,2024-01-26,23:00:00,20240126,10,10,35,501,1,1,15.01,USD,False,False,1140.84,1125.83
txn00000000922,2024-01-29,15:00:49,20240129,10,10,54,501,1,1,20.78,USD,False,False,1125.83,1105.05
txn00000000923,2024-02-03,14:40:37,20240203,10,10,10,501,3,2,112.03,USD,False,False,1105.05,993.02
txn00000000924,2024-02-04,10:00:00,20240204,10,10,46,501,2,3,8.59,USD,True,False,993.02,984.43
txn00000000925,2024-02-04,10:00:00,20240204,10,10,46,501,2,3,24.02,USD,True,False,984.43,960.41
txn00000000926,2024-02-05,16:14:34,20240205,10,10,2,501,2,1,24.13,USD,False,False,960.41,936.28
txn00000000927,2024-02-08,10:00:00,20240208,10,10,53,501,4,1,25.53,USD,False,False,936.28,910.75
txn00000000928,2024-02-09,18:06:16,20240209,10,10,12,501,2,1,17.57,USD,False,False,910.75,893.18
txn00000000929,2024-02-10,10:00:00,20240210,10,10,33,501,2,1,23.52,USD,False,False,893.18,869.66
txn00000000930,2024-02-10,14:47:29,20240210,10,10,49,501,3,2,126.92,USD,False,False,869.66,742.74
txn00000000931,2024-02-17,18:38:51,20240217,10,10,53,501,2,1,23.4,USD,False,False,742.74,719.34
txn00000000932,2024-02-18,13:51:30,20240218,10,10,25,501,2,1,22.48,USD,False,False,719.34,696.86
txn00000000933,2024-02-20,10:00:00,20240220,10,10,36,501,2,1,12.64,USD,False,False,696.86,684.22
txn00000000934,2024-02-21,17:06:53,20240221,10,10,12,501,1,1,21.95,USD,False,False,684.22,662.27
txn00000000935,2024-02-25,09:00:00,20240225,10,10,0,501,4,4,783.18,USD,True,True,662.27,1445.45
txn00000000936,2024-02-27,12:25:36,20240227,10,10,53,501,2,1,21.58,USD,False,False,1445.45,1423.87
txn00000000937,2024-03-03,19:11:27,20240303,10,10,24,501,1,1,14.22,USD,False,False,1423.87,1409.65
txn00000000938,2024-03-04,10:00:00,20240304,10,10,46,501,2,3,9.73,USD,True,False,1409.65,1399.92
txn00000000939,2024-03-04,10:00:00,20240304,10,10,46,501,2,3,12.85,USD,True,False,1399.92,1387.07
txn00000000940,2024-03-17,18:02:41,20240317,10,10,54,501,2,1,22.76,USD,False,False,1387.07,1364.31
txn00000000941,2024-03-23,16:47:55,20240323,10,10,31,501,2,1,21.81,USD,False,False,1364.31,1342.5
txn00000000942,2024-03-24,17:27:31,20240324,10,10,24,501,1,1,21.5,USD,False,False,1342.5,1321.0
txn00000000943,2024-03-25,09:00:00,20240325,10,10,0,501,4,4,783.18,USD,True,True,1321.0,2104.18
txn00000000944,2024-03-27,15:44:54,20240327,10,10,49,501,3,2,86.91,USD,False,False,2104.18,2017.27
txn00000000945,2024-03-29,13:07:42,20240329,10,10,15,501,2,1,12.19,USD,False,False,2017.27,2005.08
txn00000000946,2024-04-04,10:00:00,20240404,10,10,8,501,2,3,7.07,USD,True,False,2005.08,1998.01
txn00000000947,2024-04-04,10:00:00,20240404,10,10,46,501,2,3,12.24,USD,True,False,1998.01,1985.77
txn00000000948,2024-04-04,10:00:00,20240404,10,10,20,501,2,3,9.07,USD,True,False,1985.77,1976.7
txn00000000949,2024-04-04,14:33:13,20240404,10,10,53,501,2,1,20.22,USD,False,False,1976.7,1956.48
txn00000000950,2024-04-09,14:17:55,20240409,10,10,22,501,3,2,87.1,USD,False,False,1956.48,1869.38
txn00000000951,2024-04-10,17:44:28,20240410,10,10,15,501,1,1,15.19,USD,False,False,1869.38,1854.19
txn00000000952,2024-04-13,15:20:31,20240413,10,10,54,501,1,1,22.31,USD,False,False,1854.19,1831.88
txn00000000953,2024-04-21,13:19:10,20240421,10,10,15,501,2,1,22.55,USD,False,False,1831.88,1809.33
txn00000000954,2024-04-25,09:00:00,20240425,10,10,0,501,4,4,783.18,USD,True,True,1809.33,2592.51
txn00000000955,2024-04-28,20:11:36,20240428,10,10,22,501,3,2,134.35,USD,False,False,2592.51,2458.16
txn00000000956,2024-04-29,14:47:54,20240429,10,10,49,501,3,2,143.23,USD,False,False,2458.16,2314.93
txn00000000957,2024-04-30,11:16:34,20240430,10,10,54,501,1,1,21.16,USD,False,False,2314.93,2293.77
txn00000000958,2024-05-04,10:00:00,20240504,10,10,46,501,2,3,7.38,USD,True,False,2293.77,2286.39
txn00000000959,2024-05-04,10:00:00,20240504,10,10,46,501,2,3,8.63,USD,True,False,2286.39,2277.76
txn00000000960,2024-05-05,15:34:42,20240505,10,10,24,501,1,1,21.79,USD,False,False,2277.76,2255.97
txn00000000961,2024-05-07,14:02:21,20240507,10,10,24,501,1,1,20.72,USD,False,False,2255.97,2235.25
txn00000000962,2024-05-15,23:00:00,20240515,10,10,50,501,3,2,74.11,USD,False,False,2235.25,2161.14
txn00000000963,2024-05-16,18:05:12,20240516,10,10,10,501,3,2,65.18,USD,False,False,2161.14,2095.96
txn00000000964,2024-05-23,17:55:39,20240523,10,10,27,501,1,1,14.19,USD,False,False,2095.96,2081.77
txn00000000965,2024-05-24,15:58:38,20240524,10,10,22,501,3,2,119.62,USD,False,False,2081.77,1962.15
txn00000000966,2024-05-25,09:00:00,20240525,10,10,0,501,4,4,783.18,USD,True,True,1962.15,2745.33
txn00000000967,2024-05-30,20:54:57,20240530,10,10,22,501,3,2,97.87,USD,False,False,2745.33,2647.46
txn00000000968,2024-06-04,10:00:00,20240604,10,10,8,501,2,3,8.4,USD,True,False,2647.46,2639.06
txn00000000969,2024-06-04,10:00:00,20240604,10,10,8,501,2,3,9.71,USD,True,False,2639.06,2629.35
txn00000000970,2024-06-04,10:00:00,20240604,10,10,46,501,2,3,22.27,USD,True,False,2629.35,2607.08
txn00000000971,2024-06-06,18:36:45,20240606,10,10,10,501,3,2,151.85,USD,False,False,2607.08,2455.23
txn00000000972,2024-06-10,14:16:42,20240610,10,10,49,501,3,2,55.93,USD,False,False,2455.23,2399.3
txn00000000973,2024-06-10,13:27:16,20240610,10,10,22,501,3,2,59.41,USD,False,False,2399.3,2339.89
txn00000000974,2024-06-12,14:02:02,20240612,10,10,31,501,2,1,18.46,USD,False,False,2339.89,2321.43
txn00000000975,2024-06-21,18:16:11,20240621,10,10,50,501,3,2,59.12,USD,False,False,2321.43,2262.31
txn00000000976,2024-06-21,21:25:15,20240621,10,10,53,501,2,1,20.32,USD,False,False,2262.31,2241.99
txn00000000977,2024-06-24,10:22:28,20240624,10,10,22,501,3,2,70.66,USD,False,False,2241.99,2171.33
txn00000000978,2024-06-25,09:00:00,20240625,10,10,0,501,4,4,783.18,USD,True,True,2171.33,2954.51
txn00000000979,2024-06-28,19:29:21,20240628,10,10,12,501,2,1,17.17,USD,False,False,2954.51,2937.34
txn00000000980,2024-06-28,22:18:58,20240628,10,10,40,501,2,1,5.66,USD,False,False,2937.34,2931.68
txn00000000981,2024-07-01,14:16:48,20240701,10,10,12,501,1,1,16.98,USD,False,False,2931.68,2914.7
